"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","Census Region","Census Region Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"25-34 years","25-34","Census Region 4: West","CENS-R4","2020","2020",3257,11767351,27.7,26.7,28.6,0.5
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","1999","1999",772,8802196,8.8,8.2,9.4,0.3
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2000","2000",717,8807882,8.1,7.5,8.7,0.3
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2001","2001",791,8772768,9.0,8.4,9.6,0.3
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2002","2002",870,8677807,10.0,9.4,10.7,0.3
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2003","2003",891,8555344,10.4,9.7,11.1,0.3
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2004","2004",755,8417649,9.0,8.3,9.6,0.3
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2005","2005",796,8279967,9.6,8.9,10.3,0.3
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2006","2006",888,8137218,10.9,10.2,11.6,0.4
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2007","2007",843,7957825,10.6,9.9,11.3,0.4
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2008","2008",780,7761815,10.0,9.3,10.8,0.4
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2009","2009",697,7545365,9.2,8.6,9.9,0.3
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2010","2010",763,7401343,10.3,9.6,11.0,0.4
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2011","2011",843,7228812,11.7,10.9,12.4,0.4
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2012","2012",934,7132560,13.1,12.3,13.9,0.4
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2013","2013",1092,7040752,15.5,14.6,16.4,0.5
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2014","2014",1329,6982308,19.0,18.0,20.1,0.5
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2015","2015",1672,6926910,24.1,23.0,25.3,0.6
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2016","2016",2394,6833341,35.0,33.6,36.4,0.7
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2017","2017",2742,6854713,40.0,38.5,41.5,0.8
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2018","2018",3092,6835541,45.2,43.6,46.8,0.8
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2019","2019",3137,6864084,45.7,44.1,47.3,0.8
,"35-44 years","35-44","Census Region 1: Northeast","CENS-R1","2020","2020",4002,6912886,57.9,56.1,59.7,0.9
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","1999","1999",450,10312508,4.4,4.0,4.8,0.2
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2000","2000",520,10278309,5.1,4.6,5.5,0.2
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2001","2001",566,10158568,5.6,5.1,6.0,0.2
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2002","2002",670,9985110,6.7,6.2,7.2,0.3
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2003","2003",607,9790740,6.2,5.7,6.7,0.3
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2004","2004",739,9626514,7.7,7.1,8.2,0.3
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2005","2005",763,9472617,8.1,7.5,8.6,0.3
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2006","2006",954,9330870,10.2,9.6,10.9,0.3
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2007","2007",881,9151831,9.6,9.0,10.3,0.3
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2008","2008",1009,8935688,11.3,10.6,12.0,0.4
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2009","2009",1000,8712262,11.5,10.8,12.2,0.4
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2010","2010",1061,8580334,12.4,11.6,13.1,0.4
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2011","2011",1112,8430752,13.2,12.4,14.0,0.4
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2012","2012",1188,8359624,14.2,13.4,15.0,0.4
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2013","2013",1297,8328520,15.6,14.7,16.4,0.4
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2014","2014",1617,8304074,19.5,18.5,20.4,0.5
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2015","2015",1911,8284831,23.1,22.0,24.1,0.5
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2016","2016",2597,8223699,31.6,30.4,32.8,0.6
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2017","2017",3039,8265839,36.8,35.5,38.1,0.7
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2018","2018",2856,8345707,34.2,33.0,35.5,0.6
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2019","2019",3000,8410288,35.7,34.4,36.9,0.7
,"35-44 years","35-44","Census Region 2: Midwest","CENS-R2","2020","2020",3999,8483398,47.1,45.7,48.6,0.7
,"35-44 years","35-44","Census Region 3: South","CENS-R3","1999","1999",888,15858264,5.6,5.2,6.0,0.2
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2000","2000",1099,15947301,6.9,6.5,7.3,0.2
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2001","2001",1385,15984248,8.7,8.2,9.1,0.2
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2002","2002",1542,15897326,9.7,9.2,10.2,0.2
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2003","2003",1666,15789943,10.6,10.0,11.1,0.3
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2004","2004",1654,15755194,10.5,10.0,11.0,0.3
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2005","2005",1621,15758186,10.3,9.8,10.8,0.3
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2006","2006",1752,15786499,11.1,10.6,11.6,0.3
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2007","2007",1882,15762892,11.9,11.4,12.5,0.3
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2008","2008",1823,15650494,11.6,11.1,12.2,0.3
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2009","2009",1853,15473788,12.0,11.4,12.5,0.3
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2010","2010",1930,15371343,12.6,12.0,13.1,0.3
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2011","2011",1992,15268848,13.0,12.5,13.6,0.3
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2012","2012",1963,15289167,12.8,12.3,13.4,0.3
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2013","2013",1966,15322082,12.8,12.3,13.4,0.3
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2014","2014",2317,15393782,15.1,14.4,15.7,0.3
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2015","2015",2777,15477132,17.9,17.3,18.6,0.3
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2016","2016",3580,15484966,23.1,22.4,23.9,0.4
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2017","2017",4140,15647863,26.5,25.7,27.3,0.4
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2018","2018",4143,15834974,26.2,25.4,27.0,0.4
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2019","2019",4615,15994097,28.9,28.0,29.7,0.4
,"35-44 years","35-44","Census Region 3: South","CENS-R3","2020","2020",7011,16213618,43.2,42.2,44.3,0.5
,"35-44 years","35-44","Census Region 4: West","CENS-R4","1999","1999",1128,10103709,11.2,10.5,11.8,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2000","2000",941,10115035,9.3,8.7,9.9,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2001","2001",762,10136168,7.5,7.0,8.1,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2002","2002",1146,10080406,11.4,10.7,12.0,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2003","2003",1066,10018179,10.6,10.0,11.3,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2004","2004",1081,10000918,10.8,10.2,11.5,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2005","2005",996,9994768,10.0,9.3,10.6,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2006","2006",1064,9989214,10.7,10.0,11.3,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2007","2007",1090,9923682,11.0,10.3,11.6,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2008","2008",1101,9844489,11.2,10.5,11.8,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2009","2009",1154,9756396,11.8,11.1,12.5,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2010","2010",1007,9717586,10.4,9.7,11.0,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2011","2011",1109,9699542,11.4,10.8,12.1,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2012","2012",1001,9735069,10.3,9.6,10.9,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2013","2013",1034,9761336,10.6,9.9,11.2,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2014","2014",1075,9832969,10.9,10.3,11.6,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2015","2015",1124,9900910,11.4,10.7,12.0,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2016","2016",1176,9928150,11.8,11.2,12.5,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2017","2017",1228,10106955,12.2,11.5,12.8,0.3
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2018","2018",1323,10261666,12.9,12.2,13.6,0.4
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2019","2019",1673,10390675,16.1,15.3,16.9,0.4
,"35-44 years","35-44","Census Region 4: West","CENS-R4","2020","2020",2654,10526290,25.2,24.3,26.2,0.5
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","1999","1999",412,7196080,5.7,5.2,6.3,0.3
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2000","2000",400,7383303,5.4,4.9,5.9,0.3
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2001","2001",520,7667001,6.8,6.2,7.4,0.3
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2002","2002",586,7734347,7.6,7.0,8.2,0.3
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2003","2003",718,7859270,9.1,8.5,9.8,0.3
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2004","2004",548,7988096,6.9,6.3,7.4,0.3
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2005","2005",764,8113760,9.4,8.7,10.1,0.3
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2006","2006",916,8230498,11.1,10.4,11.9,0.4
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2007","2007",918,8321421,11.0,10.3,11.7,0.4
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2008","2008",1041,8399562,12.4,11.6,13.1,0.4
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2009","2009",858,8473908,10.1,9.4,10.8,0.3
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2010","2010",913,8495812,10.7,10.0,11.4,0.4
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2011","2011",1023,8434769,12.1,11.4,12.9,0.4
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2012","2012",1142,8344657,13.7,12.9,14.5,0.4
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2013","2013",1326,8229901,16.1,15.2,17.0,0.4
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2014","2014",1433,8121407,17.6,16.7,18.6,0.5
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2015","2015",1716,8013061,21.4,20.4,22.4,0.5
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2016","2016",2298,7847596,29.3,28.1,30.5,0.6
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2017","2017",2580,7702179,33.5,32.2,34.8,0.7
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2018","2018",2664,7450770,35.8,34.4,37.1,0.7
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2019","2019",2753,7218428,38.1,36.7,39.6,0.7
,"45-54 years","45-54","Census Region 1: Northeast","CENS-R1","2020","2020",3241,7025553,46.1,44.5,47.7,0.8
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","1999","1999",257,8432133,3.0,2.7,3.4,0.2
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2000","2000",389,8674202,4.5,4.0,4.9,0.2
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2001","2001",485,9054067,5.4,4.9,5.8,0.2
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2002","2002",536,9172395,5.8,5.3,6.3,0.3
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2003","2003",534,9348894,5.7,5.2,6.2,0.2
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2004","2004",679,9512387,7.1,6.6,7.7,0.3
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2005","2005",839,9674748,8.7,8.1,9.3,0.3
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2006","2006",1013,9813736,10.3,9.7,11.0,0.3
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2007","2007",1013,9903748,10.2,9.6,10.9,0.3
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2008","2008",1093,9961331,11.0,10.3,11.6,0.3
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2009","2009",1188,9985806,11.9,11.2,12.6,0.3
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2010","2010",1272,9958385,12.8,12.1,13.5,0.4
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2011","2011",1361,9812529,13.9,13.1,14.6,0.4
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2012","2012",1387,9634711,14.4,13.6,15.2,0.4
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2013","2013",1519,9435922,16.1,15.3,16.9,0.4
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2014","2014",1638,9268400,17.7,16.8,18.5,0.4
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2015","2015",1763,9113404,19.3,18.4,20.2,0.5
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2016","2016",2256,8933348,25.3,24.2,26.3,0.5
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2017","2017",2637,8756502,30.1,29.0,31.3,0.6
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2018","2018",2230,8539672,26.1,25.0,27.2,0.6
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2019","2019",2353,8326934,28.3,27.1,29.4,0.6
,"45-54 years","45-54","Census Region 2: Midwest","CENS-R2","2020","2020",3023,8168799,37.0,35.7,38.3,0.7
,"45-54 years","45-54","Census Region 3: South","CENS-R3","1999","1999",471,12893039,3.7,3.3,4.0,0.2
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2000","2000",657,13295731,4.9,4.6,5.3,0.2
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2001","2001",911,13933243,6.5,6.1,7.0,0.2
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2002","2002",1111,14181047,7.8,7.4,8.3,0.2
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2003","2003",1321,14497454,9.1,8.6,9.6,0.3
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2004","2004",1542,14825179,10.4,9.9,10.9,0.3
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2005","2005",1555,15200655,10.2,9.7,10.7,0.3
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2006","2006",1861,15547161,12.0,11.4,12.5,0.3
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2007","2007",1993,15862943,12.6,12.0,13.1,0.3
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2008","2008",2077,16129652,12.9,12.3,13.4,0.3
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2009","2009",2294,16352151,14.0,13.5,14.6,0.3
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2010","2010",2293,16465387,13.9,13.4,14.5,0.3
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2011","2011",2410,16437828,14.7,14.1,15.2,0.3
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2012","2012",2341,16331603,14.3,13.8,14.9,0.3
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2013","2013",2271,16224746,14.0,13.4,14.6,0.3
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2014","2014",2552,16179679,15.8,15.2,16.4,0.3
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2015","2015",2839,16170364,17.6,16.9,18.2,0.3
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2016","2016",3345,16157906,20.7,20.0,21.4,0.4
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2017","2017",3768,16115976,23.4,22.6,24.1,0.4
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2018","2018",3429,15959916,21.5,20.8,22.2,0.4
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2019","2019",3593,15763041,22.8,22.0,23.5,0.4
,"45-54 years","45-54","Census Region 3: South","CENS-R3","2020","2020",5036,15661665,32.2,31.3,33.0,0.5
,"45-54 years","45-54","Census Region 4: West","CENS-R4","1999","1999",845,8056567,10.5,9.8,11.2,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2000","2000",737,8324716,8.9,8.2,9.5,0.3
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2001","2001",664,8731957,7.6,7.0,8.2,0.3
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2002","2002",1126,8904405,12.6,11.9,13.4,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2003","2003",1184,9114336,13.0,12.3,13.7,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2004","2004",1232,9304268,13.2,12.5,14.0,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2005","2005",1379,9506741,14.5,13.7,15.3,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2006","2006",1504,9694764,15.5,14.7,16.3,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2007","2007",1551,9851827,15.7,15.0,16.5,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2008","2008",1663,9969902,16.7,15.9,17.5,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2009","2009",1682,10055223,16.7,15.9,17.5,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2010","2010",1463,10087132,14.5,13.8,15.2,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2011","2011",1464,10033077,14.6,13.8,15.3,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2012","2012",1429,9957767,14.4,13.6,15.1,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2013","2013",1353,9876963,13.7,13.0,14.4,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2014","2014",1364,9889365,13.8,13.1,14.5,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2015","2015",1277,9891332,12.9,12.2,13.6,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2016","2016",1175,9847829,11.9,11.2,12.6,0.3
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2017","2017",1222,9800295,12.5,11.8,13.2,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2018","2018",1242,9681341,12.8,12.1,13.5,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2019","2019",1316,9566499,13.8,13.0,14.5,0.4
,"45-54 years","45-54","Census Region 4: West","CENS-R4","2020","2020",1958,9510116,20.6,19.7,21.5,0.5
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","1999","1999",51,4731342,1.1,0.8,1.4,0.2
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2000","2000",54,4807371,1.1,0.8,1.5,0.2
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2001","2001",89,4939026,1.8,1.4,2.2,0.2
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2002","2002",81,5229705,1.5,1.2,1.9,0.2
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2003","2003",105,5452508,1.9,1.6,2.3,0.2
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2004","2004",138,5661241,2.4,2.0,2.8,0.2
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2005","2005",163,5867476,2.8,2.4,3.2,0.2
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2006","2006",208,6070771,3.4,3.0,3.9,0.2
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2007","2007",293,6254198,4.7,4.1,5.2,0.3
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2008","2008",322,6403734,5.0,4.5,5.6,0.3
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2009","2009",340,6618978,5.1,4.6,5.7,0.3
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2010","2010",361,6809904,5.3,4.8,5.8,0.3
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2011","2011",475,7086279,6.7,6.1,7.3,0.3
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2012","2012",512,7168417,7.1,6.5,7.8,0.3
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2013","2013",703,7303144,9.6,8.9,10.3,0.4
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2014","2014",755,7436753,10.2,9.4,10.9,0.4
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2015","2015",948,7569504,12.5,11.7,13.3,0.4
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2016","2016",1362,7649361,17.8,16.9,18.8,0.5
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2017","2017",1604,7736918,20.7,19.7,21.7,0.5
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2018","2018",1803,7744872,23.3,22.2,24.4,0.5
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2019","2019",2038,7753195,26.3,25.1,27.4,0.6
,"55-64 years","55-64","Census Region 1: Northeast","CENS-R1","2020","2020",2582,7722109,33.4,32.1,34.7,0.7
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","1999","1999",44,5478257,0.8,0.6,1.1,0.1
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2000","2000",52,5547417,0.9,0.7,1.2,0.1
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2001","2001",66,5682767,1.2,0.9,1.5,0.1
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2002","2002",101,6010745,1.7,1.4,2.0,0.2
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2003","2003",122,6268667,1.9,1.6,2.3,0.2
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2004","2004",150,6528863,2.3,1.9,2.7,0.2
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2005","2005",168,6806201,2.5,2.1,2.8,0.2
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2006","2006",241,7082002,3.4,3.0,3.8,0.2
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2007","2007",292,7344803,4.0,3.5,4.4,0.2
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2008","2008",400,7565465,5.3,4.8,5.8,0.3
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2009","2009",457,7850138,5.8,5.3,6.4,0.3
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2010","2010",505,8095862,6.2,5.7,6.8,0.3
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2011","2011",579,8456238,6.8,6.3,7.4,0.3
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2012","2012",628,8572183,7.3,6.8,7.9,0.3
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2013","2013",801,8750961,9.2,8.5,9.8,0.3
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2014","2014",983,8895317,11.1,10.4,11.7,0.4
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2015","2015",1159,9035427,12.8,12.1,13.6,0.4
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2016","2016",1522,9119744,16.7,15.9,17.5,0.4
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2017","2017",1804,9183256,19.6,18.7,20.6,0.5
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2018","2018",1674,9203482,18.2,17.3,19.1,0.4
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2019","2019",1857,9188624,20.2,19.3,21.1,0.5
,"55-64 years","55-64","Census Region 2: Midwest","CENS-R2","2020","2020",2259,9107037,24.8,23.8,25.8,0.5
,"55-64 years","55-64","Census Region 3: South","CENS-R3","1999","1999",84,8635395,1.0,0.8,1.2,0.1
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2000","2000",134,8842748,1.5,1.3,1.8,0.1
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2001","2001",181,9167810,2.0,1.7,2.3,0.1
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2002","2002",193,9765790,2.0,1.7,2.3,0.1
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2003","2003",270,10263412,2.6,2.3,2.9,0.2
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2004","2004",318,10764911,3.0,2.6,3.3,0.2
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2005","2005",410,11275985,3.6,3.3,4.0,0.2
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2006","2006",510,11756651,4.3,4.0,4.7,0.2
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2007","2007",640,12204669,5.2,4.8,5.7,0.2
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2008","2008",659,12584728,5.2,4.8,5.6,0.2
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2009","2009",835,13021193,6.4,6.0,6.8,0.2
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2010","2010",966,13405036,7.2,6.8,7.7,0.2
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2011","2011",950,13985387,6.8,6.4,7.2,0.2
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2012","2012",1156,14165626,8.2,7.7,8.6,0.2
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2013","2013",1314,14419271,9.1,8.6,9.6,0.3
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2014","2014",1563,14714099,10.6,10.1,11.1,0.3
,"55-64 years","55-64","Census Region 3: South","CENS-R3","2015","2015",1812,15050274,12.0,11.5,12.6,0.3
