Notes,Census Region,Census Region Code,Sex,Sex Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Year,Year Code,Month,Month Code,Deaths,Population,Crude Rate,source_file,year_start,year_end
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2008,2008,"Jun., 2008",2008/06,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2008,2008,"Jul., 2008",2008/07,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2008,2008,"Aug., 2008",2008/08,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2008,2008,"Sep., 2008",2008/09,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2008,2008,"Oct., 2008",2008/10,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2008,2008,"Nov., 2008",2008/11,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2008,2008,"Dec., 2008",2008/12,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2009,2009,"Jan., 2009",2009/01,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2009,2009,"Feb., 2009",2009/02,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2009,2009,"Mar., 2009",2009/03,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2009,2009,"Apr., 2009",2009/04,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2009,2009,"May, 2009",2009/05,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2009,2009,"Jun., 2009",2009/06,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2009,2009,"Jul., 2009",2009/07,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2009,2009,"Aug., 2009",2009/08,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2009,2009,"Sep., 2009",2009/09,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2009,2009,"Oct., 2009",2009/10,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2009,2009,"Nov., 2009",2009/11,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2009,2009,"Dec., 2009",2009/12,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2010,2010,"Jan., 2010",2010/01,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2010,2010,"Feb., 2010",2010/02,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2010,2010,"Mar., 2010",2010/03,11,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2010,2010,"Apr., 2010",2010/04,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2010,2010,"May, 2010",2010/05,10,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2010,2010,"Jun., 2010",2010/06,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2010,2010,"Jul., 2010",2010/07,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2010,2010,"Aug., 2010",2010/08,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2010,2010,"Sep., 2010",2010/09,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2010,2010,"Oct., 2010",2010/10,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2010,2010,"Nov., 2010",2010/11,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,75-84 years,75-84,2010,2010,"Dec., 2010",2010/12,10,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,1999,1999,"Jan., 1999",1999/01,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,1999,1999,"Feb., 1999",1999/02,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,1999,1999,"Mar., 1999",1999/03,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,1999,1999,"Apr., 1999",1999/04,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,1999,1999,"May, 1999",1999/05,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,1999,1999,"Jul., 1999",1999/07,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,1999,1999,"Aug., 1999",1999/08,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,1999,1999,"Sep., 1999",1999/09,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,1999,1999,"Oct., 1999",1999/10,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,1999,1999,"Dec., 1999",1999/12,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2000,2000,"Jan., 2000",2000/01,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2000,2000,"Feb., 2000",2000/02,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2000,2000,"Mar., 2000",2000/03,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2000,2000,"Apr., 2000",2000/04,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2000,2000,"May, 2000",2000/05,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2000,2000,"Jun., 2000",2000/06,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2000,2000,"Jul., 2000",2000/07,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2000,2000,"Aug., 2000",2000/08,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2000,2000,"Sep., 2000",2000/09,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2000,2000,"Oct., 2000",2000/10,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2000,2000,"Nov., 2000",2000/11,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2000,2000,"Dec., 2000",2000/12,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2001,2001,"Mar., 2001",2001/03,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2001,2001,"Jul., 2001",2001/07,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2001,2001,"Aug., 2001",2001/08,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2001,2001,"Sep., 2001",2001/09,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2001,2001,"Nov., 2001",2001/11,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2001,2001,"Dec., 2001",2001/12,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2002,2002,"Jan., 2002",2002/01,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2002,2002,"Feb., 2002",2002/02,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2002,2002,"Mar., 2002",2002/03,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2002,2002,"Apr., 2002",2002/04,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2002,2002,"May, 2002",2002/05,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2002,2002,"Jun., 2002",2002/06,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2002,2002,"Jul., 2002",2002/07,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2002,2002,"Aug., 2002",2002/08,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2002,2002,"Sep., 2002",2002/09,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2002,2002,"Oct., 2002",2002/10,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2002,2002,"Dec., 2002",2002/12,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2003,2003,"Jan., 2003",2003/01,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2003,2003,"Feb., 2003",2003/02,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2003,2003,"Mar., 2003",2003/03,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2003,2003,"Apr., 2003",2003/04,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2003,2003,"May, 2003",2003/05,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2003,2003,"Jun., 2003",2003/06,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2003,2003,"Jul., 2003",2003/07,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2003,2003,"Aug., 2003",2003/08,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2003,2003,"Sep., 2003",2003/09,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2003,2003,"Oct., 2003",2003/10,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2003,2003,"Nov., 2003",2003/11,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2004,2004,"Jan., 2004",2004/01,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2004,2004,"Feb., 2004",2004/02,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2004,2004,"Mar., 2004",2004/03,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2004,2004,"Jun., 2004",2004/06,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2004,2004,"Jul., 2004",2004/07,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2004,2004,"Aug., 2004",2004/08,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2004,2004,"Sep., 2004",2004/09,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2004,2004,"Oct., 2004",2004/10,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2004,2004,"Nov., 2004",2004/11,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2004,2004,"Dec., 2004",2004/12,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2005,2005,"Jan., 2005",2005/01,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2005,2005,"Feb., 2005",2005/02,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2005,2005,"Mar., 2005",2005/03,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2005,2005,"Apr., 2005",2005/04,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2005,2005,"May, 2005",2005/05,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2005,2005,"Jun., 2005",2005/06,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2005,2005,"Jul., 2005",2005/07,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2005,2005,"Aug., 2005",2005/08,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2005,2005,"Sep., 2005",2005/09,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2005,2005,"Oct., 2005",2005/10,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2005,2005,"Nov., 2005",2005/11,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2006,2006,"Feb., 2006",2006/02,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2006,2006,"Mar., 2006",2006/03,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2006,2006,"Apr., 2006",2006/04,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2006,2006,"May, 2006",2006/05,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2006,2006,"Jun., 2006",2006/06,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2006,2006,"Jul., 2006",2006/07,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2006,2006,"Aug., 2006",2006/08,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2006,2006,"Oct., 2006",2006/10,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2006,2006,"Nov., 2006",2006/11,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2006,2006,"Dec., 2006",2006/12,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2007,2007,"Jan., 2007",2007/01,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2007,2007,"Feb., 2007",2007/02,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2007,2007,"Mar., 2007",2007/03,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2007,2007,"Apr., 2007",2007/04,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2007,2007,"May, 2007",2007/05,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2007,2007,"Jun., 2007",2007/06,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2007,2007,"Jul., 2007",2007/07,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2007,2007,"Aug., 2007",2007/08,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2007,2007,"Oct., 2007",2007/10,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2007,2007,"Nov., 2007",2007/11,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2007,2007,"Dec., 2007",2007/12,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2008,2008,"Jan., 2008",2008/01,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2008,2008,"Feb., 2008",2008/02,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2008,2008,"Mar., 2008",2008/03,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2008,2008,"Apr., 2008",2008/04,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2008,2008,"May, 2008",2008/05,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 4: West,CENS-R4,Male,M,85+ years,85+,2008,2008,"Jun., 2008",2008/06,Suppressed,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
