Census Region Code,Month Code,Sex Code,Age Group Code,Deaths,Year,Census Region,Age Groups
CENS-R2,2017/09,F,35-39,54,2017,Census Region 2: Midwest,35-39 years
CENS-R2,2017/10,F,35-39,54,2017,Census Region 2: Midwest,35-39 years
CENS-R2,2017/11,F,35-39,58,2017,Census Region 2: Midwest,35-39 years
CENS-R2,2017/12,F,35-39,61,2017,Census Region 2: Midwest,35-39 years
CENS-R2,2018/01,F,35-39,66,2018,Census Region 2: Midwest,35-39 years
CENS-R2,2018/02,F,35-39,71,2018,Census Region 2: Midwest,35-39 years
CENS-R2,2018/03,F,35-39,66,2018,Census Region 2: Midwest,35-39 years
CENS-R2,2018/04,F,35-39,58,2018,Census Region 2: Midwest,35-39 years
CENS-R2,2018/05,F,35-39,70,2018,Census Region 2: Midwest,35-39 years
CENS-R2,2018/06,F,35-39,57,2018,Census Region 2: Midwest,35-39 years
CENS-R2,2018/07,F,35-39,64,2018,Census Region 2: Midwest,35-39 years
CENS-R2,2018/08,F,35-39,68,2018,Census Region 2: Midwest,35-39 years
CENS-R2,2018/09,F,35-39,63,2018,Census Region 2: Midwest,35-39 years
CENS-R2,2018/10,F,35-39,48,2018,Census Region 2: Midwest,35-39 years
CENS-R2,2018/11,F,35-39,59,2018,Census Region 2: Midwest,35-39 years
CENS-R2,2018/12,F,35-39,62,2018,Census Region 2: Midwest,35-39 years
CENS-R2,2019/01,F,35-39,51,2019,Census Region 2: Midwest,35-39 years
CENS-R2,2019/02,F,35-39,60,2019,Census Region 2: Midwest,35-39 years
CENS-R2,2019/03,F,35-39,60,2019,Census Region 2: Midwest,35-39 years
CENS-R2,2019/04,F,35-39,55,2019,Census Region 2: Midwest,35-39 years
CENS-R2,2019/05,F,35-39,61,2019,Census Region 2: Midwest,35-39 years
CENS-R2,2019/06,F,35-39,59,2019,Census Region 2: Midwest,35-39 years
CENS-R2,2019/07,F,35-39,55,2019,Census Region 2: Midwest,35-39 years
CENS-R2,2019/08,F,35-39,63,2019,Census Region 2: Midwest,35-39 years
CENS-R2,2019/09,F,35-39,67,2019,Census Region 2: Midwest,35-39 years
CENS-R2,2019/10,F,35-39,47,2019,Census Region 2: Midwest,35-39 years
CENS-R2,2019/11,F,35-39,68,2019,Census Region 2: Midwest,35-39 years
CENS-R2,2019/12,F,35-39,76,2019,Census Region 2: Midwest,35-39 years
CENS-R2,2020/01,F,35-39,86,2020,Census Region 2: Midwest,35-39 years
CENS-R2,2020/02,F,35-39,59,2020,Census Region 2: Midwest,35-39 years
CENS-R2,2020/03,F,35-39,73,2020,Census Region 2: Midwest,35-39 years
CENS-R2,2020/04,F,35-39,71,2020,Census Region 2: Midwest,35-39 years
CENS-R2,2020/05,F,35-39,103,2020,Census Region 2: Midwest,35-39 years
CENS-R2,2020/06,F,35-39,89,2020,Census Region 2: Midwest,35-39 years
CENS-R2,2020/07,F,35-39,82,2020,Census Region 2: Midwest,35-39 years
CENS-R2,2020/08,F,35-39,73,2020,Census Region 2: Midwest,35-39 years
CENS-R2,2020/09,F,35-39,65,2020,Census Region 2: Midwest,35-39 years
CENS-R2,2020/10,F,35-39,59,2020,Census Region 2: Midwest,35-39 years
CENS-R2,2020/11,F,35-39,74,2020,Census Region 2: Midwest,35-39 years
CENS-R2,2020/12,F,35-39,69,2020,Census Region 2: Midwest,35-39 years
CENS-R2,2011/01,F,40-44,40,2011,Census Region 2: Midwest,40-44 years
CENS-R2,2011/02,F,40-44,42,2011,Census Region 2: Midwest,40-44 years
CENS-R2,2011/03,F,40-44,46,2011,Census Region 2: Midwest,40-44 years
CENS-R2,2011/04,F,40-44,34,2011,Census Region 2: Midwest,40-44 years
CENS-R2,2011/05,F,40-44,45,2011,Census Region 2: Midwest,40-44 years
CENS-R2,2011/06,F,40-44,33,2011,Census Region 2: Midwest,40-44 years
CENS-R2,2011/07,F,40-44,42,2011,Census Region 2: Midwest,40-44 years
CENS-R2,2011/08,F,40-44,30,2011,Census Region 2: Midwest,40-44 years
CENS-R2,2011/09,F,40-44,47,2011,Census Region 2: Midwest,40-44 years
CENS-R2,2011/10,F,40-44,37,2011,Census Region 2: Midwest,40-44 years
CENS-R2,2011/11,F,40-44,44,2011,Census Region 2: Midwest,40-44 years
CENS-R2,2011/12,F,40-44,28,2011,Census Region 2: Midwest,40-44 years
CENS-R2,2012/01,F,40-44,35,2012,Census Region 2: Midwest,40-44 years
CENS-R2,2012/02,F,40-44,44,2012,Census Region 2: Midwest,40-44 years
CENS-R2,2012/03,F,40-44,43,2012,Census Region 2: Midwest,40-44 years
CENS-R2,2012/04,F,40-44,31,2012,Census Region 2: Midwest,40-44 years
CENS-R2,2012/05,F,40-44,36,2012,Census Region 2: Midwest,40-44 years
CENS-R2,2012/06,F,40-44,33,2012,Census Region 2: Midwest,40-44 years
CENS-R2,2012/07,F,40-44,50,2012,Census Region 2: Midwest,40-44 years
CENS-R2,2012/08,F,40-44,36,2012,Census Region 2: Midwest,40-44 years
CENS-R2,2012/09,F,40-44,23,2012,Census Region 2: Midwest,40-44 years
CENS-R2,2012/10,F,40-44,32,2012,Census Region 2: Midwest,40-44 years
CENS-R2,2012/11,F,40-44,36,2012,Census Region 2: Midwest,40-44 years
CENS-R2,2012/12,F,40-44,42,2012,Census Region 2: Midwest,40-44 years
CENS-R2,2013/01,F,40-44,42,2013,Census Region 2: Midwest,40-44 years
CENS-R2,2013/02,F,40-44,46,2013,Census Region 2: Midwest,40-44 years
CENS-R2,2013/03,F,40-44,32,2013,Census Region 2: Midwest,40-44 years
CENS-R2,2013/04,F,40-44,53,2013,Census Region 2: Midwest,40-44 years
CENS-R2,2013/05,F,40-44,40,2013,Census Region 2: Midwest,40-44 years
CENS-R2,2013/06,F,40-44,36,2013,Census Region 2: Midwest,40-44 years
CENS-R2,2013/07,F,40-44,46,2013,Census Region 2: Midwest,40-44 years
CENS-R2,2013/08,F,40-44,39,2013,Census Region 2: Midwest,40-44 years
CENS-R2,2013/09,F,40-44,40,2013,Census Region 2: Midwest,40-44 years
CENS-R2,2013/10,F,40-44,41,2013,Census Region 2: Midwest,40-44 years
CENS-R2,2013/11,F,40-44,33,2013,Census Region 2: Midwest,40-44 years
CENS-R2,2013/12,F,40-44,27,2013,Census Region 2: Midwest,40-44 years
CENS-R2,2014/01,F,40-44,48,2014,Census Region 2: Midwest,40-44 years
CENS-R2,2014/02,F,40-44,51,2014,Census Region 2: Midwest,40-44 years
CENS-R2,2014/03,F,40-44,52,2014,Census Region 2: Midwest,40-44 years
CENS-R2,2014/04,F,40-44,38,2014,Census Region 2: Midwest,40-44 years
CENS-R2,2014/05,F,40-44,48,2014,Census Region 2: Midwest,40-44 years
CENS-R2,2014/06,F,40-44,43,2014,Census Region 2: Midwest,40-44 years
CENS-R2,2014/07,F,40-44,43,2014,Census Region 2: Midwest,40-44 years
CENS-R2,2014/08,F,40-44,38,2014,Census Region 2: Midwest,40-44 years
CENS-R2,2014/09,F,40-44,43,2014,Census Region 2: Midwest,40-44 years
CENS-R2,2014/10,F,40-44,53,2014,Census Region 2: Midwest,40-44 years
CENS-R2,2014/11,F,40-44,38,2014,Census Region 2: Midwest,40-44 years
CENS-R2,2014/12,F,40-44,41,2014,Census Region 2: Midwest,40-44 years
CENS-R2,2015/01,F,40-44,45,2015,Census Region 2: Midwest,40-44 years
CENS-R2,2015/02,F,40-44,41,2015,Census Region 2: Midwest,40-44 years
CENS-R2,2015/03,F,40-44,56,2015,Census Region 2: Midwest,40-44 years
CENS-R2,2015/04,F,40-44,45,2015,Census Region 2: Midwest,40-44 years
CENS-R2,2015/05,F,40-44,54,2015,Census Region 2: Midwest,40-44 years
CENS-R2,2015/06,F,40-44,40,2015,Census Region 2: Midwest,40-44 years
CENS-R2,2015/07,F,40-44,44,2015,Census Region 2: Midwest,40-44 years
CENS-R2,2015/08,F,40-44,39,2015,Census Region 2: Midwest,40-44 years
CENS-R2,2015/09,F,40-44,52,2015,Census Region 2: Midwest,40-44 years
CENS-R2,2015/10,F,40-44,39,2015,Census Region 2: Midwest,40-44 years
CENS-R2,2015/11,F,40-44,57,2015,Census Region 2: Midwest,40-44 years
CENS-R2,2015/12,F,40-44,54,2015,Census Region 2: Midwest,40-44 years
CENS-R2,2016/01,F,40-44,41,2016,Census Region 2: Midwest,40-44 years
CENS-R2,2016/02,F,40-44,48,2016,Census Region 2: Midwest,40-44 years
CENS-R2,2016/03,F,40-44,49,2016,Census Region 2: Midwest,40-44 years
CENS-R2,2016/04,F,40-44,56,2016,Census Region 2: Midwest,40-44 years
CENS-R2,2016/05,F,40-44,45,2016,Census Region 2: Midwest,40-44 years
CENS-R2,2016/06,F,40-44,42,2016,Census Region 2: Midwest,40-44 years
CENS-R2,2016/07,F,40-44,36,2016,Census Region 2: Midwest,40-44 years
CENS-R2,2016/08,F,40-44,40,2016,Census Region 2: Midwest,40-44 years
CENS-R2,2016/09,F,40-44,48,2016,Census Region 2: Midwest,40-44 years
CENS-R2,2016/10,F,40-44,42,2016,Census Region 2: Midwest,40-44 years
CENS-R2,2016/11,F,40-44,57,2016,Census Region 2: Midwest,40-44 years
CENS-R2,2016/12,F,40-44,44,2016,Census Region 2: Midwest,40-44 years
CENS-R2,2017/01,F,40-44,65,2017,Census Region 2: Midwest,40-44 years
CENS-R2,2017/02,F,40-44,71,2017,Census Region 2: Midwest,40-44 years
CENS-R2,2017/03,F,40-44,54,2017,Census Region 2: Midwest,40-44 years
CENS-R2,2017/04,F,40-44,54,2017,Census Region 2: Midwest,40-44 years
CENS-R2,2017/05,F,40-44,44,2017,Census Region 2: Midwest,40-44 years
CENS-R2,2017/06,F,40-44,48,2017,Census Region 2: Midwest,40-44 years
CENS-R2,2017/07,F,40-44,52,2017,Census Region 2: Midwest,40-44 years
CENS-R2,2017/08,F,40-44,41,2017,Census Region 2: Midwest,40-44 years
CENS-R2,2017/09,F,40-44,57,2017,Census Region 2: Midwest,40-44 years
CENS-R2,2017/10,F,40-44,52,2017,Census Region 2: Midwest,40-44 years
CENS-R2,2017/11,F,40-44,47,2017,Census Region 2: Midwest,40-44 years
CENS-R2,2017/12,F,40-44,50,2017,Census Region 2: Midwest,40-44 years
CENS-R2,2018/01,F,40-44,54,2018,Census Region 2: Midwest,40-44 years
CENS-R2,2018/02,F,40-44,48,2018,Census Region 2: Midwest,40-44 years
CENS-R2,2018/03,F,40-44,50,2018,Census Region 2: Midwest,40-44 years
CENS-R2,2018/04,F,40-44,42,2018,Census Region 2: Midwest,40-44 years
CENS-R2,2018/05,F,40-44,46,2018,Census Region 2: Midwest,40-44 years
CENS-R2,2018/06,F,40-44,50,2018,Census Region 2: Midwest,40-44 years
CENS-R2,2018/07,F,40-44,67,2018,Census Region 2: Midwest,40-44 years
CENS-R2,2018/08,F,40-44,54,2018,Census Region 2: Midwest,40-44 years
CENS-R2,2018/09,F,40-44,52,2018,Census Region 2: Midwest,40-44 years
CENS-R2,2018/10,F,40-44,58,2018,Census Region 2: Midwest,40-44 years
CENS-R2,2018/11,F,40-44,49,2018,Census Region 2: Midwest,40-44 years
CENS-R2,2018/12,F,40-44,56,2018,Census Region 2: Midwest,40-44 years
CENS-R2,2019/01,F,40-44,42,2019,Census Region 2: Midwest,40-44 years
CENS-R2,2019/02,F,40-44,49,2019,Census Region 2: Midwest,40-44 years
CENS-R2,2019/03,F,40-44,56,2019,Census Region 2: Midwest,40-44 years
CENS-R2,2019/04,F,40-44,59,2019,Census Region 2: Midwest,40-44 years
CENS-R2,2019/05,F,40-44,52,2019,Census Region 2: Midwest,40-44 years
CENS-R2,2019/06,F,40-44,47,2019,Census Region 2: Midwest,40-44 years
CENS-R2,2019/07,F,40-44,54,2019,Census Region 2: Midwest,40-44 years
CENS-R2,2019/08,F,40-44,48,2019,Census Region 2: Midwest,40-44 years
CENS-R2,2019/09,F,40-44,62,2019,Census Region 2: Midwest,40-44 years
CENS-R2,2019/10,F,40-44,62,2019,Census Region 2: Midwest,40-44 years
CENS-R2,2019/11,F,40-44,55,2019,Census Region 2: Midwest,40-44 years
CENS-R2,2019/12,F,40-44,43,2019,Census Region 2: Midwest,40-44 years
CENS-R2,2020/01,F,40-44,60,2020,Census Region 2: Midwest,40-44 years
CENS-R2,2020/02,F,40-44,64,2020,Census Region 2: Midwest,40-44 years
CENS-R2,2020/03,F,40-44,64,2020,Census Region 2: Midwest,40-44 years
CENS-R2,2020/04,F,40-44,79,2020,Census Region 2: Midwest,40-44 years
CENS-R2,2020/05,F,40-44,76,2020,Census Region 2: Midwest,40-44 years
CENS-R2,2020/06,F,40-44,81,2020,Census Region 2: Midwest,40-44 years
CENS-R2,2020/07,F,40-44,62,2020,Census Region 2: Midwest,40-44 years
CENS-R2,2020/08,F,40-44,57,2020,Census Region 2: Midwest,40-44 years
CENS-R2,2020/09,F,40-44,45,2020,Census Region 2: Midwest,40-44 years
CENS-R2,2020/10,F,40-44,62,2020,Census Region 2: Midwest,40-44 years
CENS-R2,2020/11,F,40-44,53,2020,Census Region 2: Midwest,40-44 years
CENS-R2,2020/12,F,40-44,64,2020,Census Region 2: Midwest,40-44 years
CENS-R2,2011/01,F,45-49,43,2011,Census Region 2: Midwest,45-49 years
CENS-R2,2011/02,F,45-49,43,2011,Census Region 2: Midwest,45-49 years
CENS-R2,2011/03,F,45-49,53,2011,Census Region 2: Midwest,45-49 years
CENS-R2,2011/04,F,45-49,38,2011,Census Region 2: Midwest,45-49 years
CENS-R2,2011/05,F,45-49,47,2011,Census Region 2: Midwest,45-49 years
CENS-R2,2011/06,F,45-49,49,2011,Census Region 2: Midwest,45-49 years
CENS-R2,2011/07,F,45-49,41,2011,Census Region 2: Midwest,45-49 years
CENS-R2,2011/08,F,45-49,40,2011,Census Region 2: Midwest,45-49 years
CENS-R2,2011/09,F,45-49,57,2011,Census Region 2: Midwest,45-49 years
CENS-R2,2011/10,F,45-49,50,2011,Census Region 2: Midwest,45-49 years
CENS-R2,2011/11,F,45-49,50,2011,Census Region 2: Midwest,45-49 years
CENS-R2,2011/12,F,45-49,49,2011,Census Region 2: Midwest,45-49 years
CENS-R2,2012/01,F,45-49,56,2012,Census Region 2: Midwest,45-49 years
CENS-R2,2012/02,F,45-49,46,2012,Census Region 2: Midwest,45-49 years
CENS-R2,2012/03,F,45-49,49,2012,Census Region 2: Midwest,45-49 years
CENS-R2,2012/04,F,45-49,39,2012,Census Region 2: Midwest,45-49 years
CENS-R2,2012/05,F,45-49,50,2012,Census Region 2: Midwest,45-49 years
CENS-R2,2012/06,F,45-49,39,2012,Census Region 2: Midwest,45-49 years
CENS-R2,2012/07,F,45-49,40,2012,Census Region 2: Midwest,45-49 years
CENS-R2,2012/08,F,45-49,46,2012,Census Region 2: Midwest,45-49 years
CENS-R2,2012/09,F,45-49,64,2012,Census Region 2: Midwest,45-49 years
CENS-R2,2012/10,F,45-49,42,2012,Census Region 2: Midwest,45-49 years
CENS-R2,2012/11,F,45-49,63,2012,Census Region 2: Midwest,45-49 years
CENS-R2,2012/12,F,45-49,51,2012,Census Region 2: Midwest,45-49 years
CENS-R2,2013/01,F,45-49,64,2013,Census Region 2: Midwest,45-49 years
CENS-R2,2013/02,F,45-49,47,2013,Census Region 2: Midwest,45-49 years
CENS-R2,2013/03,F,45-49,64,2013,Census Region 2: Midwest,45-49 years
CENS-R2,2013/04,F,45-49,49,2013,Census Region 2: Midwest,45-49 years
CENS-R2,2013/05,F,45-49,47,2013,Census Region 2: Midwest,45-49 years
CENS-R2,2013/06,F,45-49,41,2013,Census Region 2: Midwest,45-49 years
CENS-R2,2013/07,F,45-49,50,2013,Census Region 2: Midwest,45-49 years
CENS-R2,2013/08,F,45-49,38,2013,Census Region 2: Midwest,45-49 years
CENS-R2,2013/09,F,45-49,45,2013,Census Region 2: Midwest,45-49 years
CENS-R2,2013/10,F,45-49,37,2013,Census Region 2: Midwest,45-49 years
CENS-R2,2013/11,F,45-49,41,2013,Census Region 2: Midwest,45-49 years
CENS-R2,2013/12,F,45-49,54,2013,Census Region 2: Midwest,45-49 years
CENS-R2,2014/01,F,45-49,42,2014,Census Region 2: Midwest,45-49 years
CENS-R2,2014/02,F,45-49,55,2014,Census Region 2: Midwest,45-49 years
CENS-R2,2014/03,F,45-49,62,2014,Census Region 2: Midwest,45-49 years
CENS-R2,2014/04,F,45-49,39,2014,Census Region 2: Midwest,45-49 years
CENS-R2,2014/05,F,45-49,50,2014,Census Region 2: Midwest,45-49 years
CENS-R2,2014/06,F,45-49,33,2014,Census Region 2: Midwest,45-49 years
CENS-R2,2014/07,F,45-49,41,2014,Census Region 2: Midwest,45-49 years
CENS-R2,2014/08,F,45-49,55,2014,Census Region 2: Midwest,45-49 years
CENS-R2,2014/09,F,45-49,39,2014,Census Region 2: Midwest,45-49 years
CENS-R2,2014/10,F,45-49,50,2014,Census Region 2: Midwest,45-49 years
CENS-R2,2014/11,F,45-49,52,2014,Census Region 2: Midwest,45-49 years
CENS-R2,2014/12,F,45-49,58,2014,Census Region 2: Midwest,45-49 years
CENS-R2,2015/01,F,45-49,56,2015,Census Region 2: Midwest,45-49 years
CENS-R2,2015/02,F,45-49,59,2015,Census Region 2: Midwest,45-49 years
CENS-R2,2015/03,F,45-49,52,2015,Census Region 2: Midwest,45-49 years
CENS-R2,2015/04,F,45-49,55,2015,Census Region 2: Midwest,45-49 years
CENS-R2,2015/05,F,45-49,67,2015,Census Region 2: Midwest,45-49 years
CENS-R2,2015/06,F,45-49,42,2015,Census Region 2: Midwest,45-49 years
CENS-R2,2015/07,F,45-49,48,2015,Census Region 2: Midwest,45-49 years
CENS-R2,2015/08,F,45-49,43,2015,Census Region 2: Midwest,45-49 years
CENS-R2,2015/09,F,45-49,49,2015,Census Region 2: Midwest,45-49 years
CENS-R2,2015/10,F,45-49,55,2015,Census Region 2: Midwest,45-49 years
CENS-R2,2015/11,F,45-49,47,2015,Census Region 2: Midwest,45-49 years
CENS-R2,2015/12,F,45-49,38,2015,Census Region 2: Midwest,45-49 years
CENS-R2,2016/01,F,45-49,48,2016,Census Region 2: Midwest,45-49 years
CENS-R2,2016/02,F,45-49,48,2016,Census Region 2: Midwest,45-49 years
CENS-R2,2016/03,F,45-49,48,2016,Census Region 2: Midwest,45-49 years
CENS-R2,2016/04,F,45-49,65,2016,Census Region 2: Midwest,45-49 years
CENS-R2,2016/05,F,45-49,54,2016,Census Region 2: Midwest,45-49 years
CENS-R2,2016/06,F,45-49,56,2016,Census Region 2: Midwest,45-49 years
CENS-R2,2016/07,F,45-49,50,2016,Census Region 2: Midwest,45-49 years
CENS-R2,2016/08,F,45-49,45,2016,Census Region 2: Midwest,45-49 years
CENS-R2,2016/09,F,45-49,66,2016,Census Region 2: Midwest,45-49 years
CENS-R2,2016/10,F,45-49,65,2016,Census Region 2: Midwest,45-49 years
CENS-R2,2016/11,F,45-49,65,2016,Census Region 2: Midwest,45-49 years
CENS-R2,2016/12,F,45-49,63,2016,Census Region 2: Midwest,45-49 years
CENS-R2,2017/01,F,45-49,74,2017,Census Region 2: Midwest,45-49 years
CENS-R2,2017/02,F,45-49,67,2017,Census Region 2: Midwest,45-49 years
CENS-R2,2017/03,F,45-49,56,2017,Census Region 2: Midwest,45-49 years
CENS-R2,2017/04,F,45-49,51,2017,Census Region 2: Midwest,45-49 years
CENS-R2,2017/05,F,45-49,59,2017,Census Region 2: Midwest,45-49 years
CENS-R2,2017/06,F,45-49,66,2017,Census Region 2: Midwest,45-49 years
CENS-R2,2017/07,F,45-49,69,2017,Census Region 2: Midwest,45-49 years
CENS-R2,2017/08,F,45-49,62,2017,Census Region 2: Midwest,45-49 years
CENS-R2,2017/09,F,45-49,74,2017,Census Region 2: Midwest,45-49 years
CENS-R2,2017/10,F,45-49,50,2017,Census Region 2: Midwest,45-49 years
CENS-R2,2017/11,F,45-49,62,2017,Census Region 2: Midwest,45-49 years
CENS-R2,2017/12,F,45-49,55,2017,Census Region 2: Midwest,45-49 years
CENS-R2,2018/01,F,45-49,55,2018,Census Region 2: Midwest,45-49 years
CENS-R2,2018/02,F,45-49,60,2018,Census Region 2: Midwest,45-49 years
CENS-R2,2018/03,F,45-49,66,2018,Census Region 2: Midwest,45-49 years
CENS-R2,2018/04,F,45-49,64,2018,Census Region 2: Midwest,45-49 years
CENS-R2,2018/05,F,45-49,44,2018,Census Region 2: Midwest,45-49 years
CENS-R2,2018/06,F,45-49,55,2018,Census Region 2: Midwest,45-49 years
CENS-R2,2018/07,F,45-49,50,2018,Census Region 2: Midwest,45-49 years
CENS-R2,2018/08,F,45-49,41,2018,Census Region 2: Midwest,45-49 years
CENS-R2,2018/09,F,45-49,52,2018,Census Region 2: Midwest,45-49 years
CENS-R2,2018/10,F,45-49,38,2018,Census Region 2: Midwest,45-49 years
CENS-R2,2018/11,F,45-49,45,2018,Census Region 2: Midwest,45-49 years
CENS-R2,2018/12,F,45-49,47,2018,Census Region 2: Midwest,45-49 years
CENS-R2,2019/01,F,45-49,60,2019,Census Region 2: Midwest,45-49 years
CENS-R2,2019/02,F,45-49,43,2019,Census Region 2: Midwest,45-49 years
CENS-R2,2019/03,F,45-49,48,2019,Census Region 2: Midwest,45-49 years
CENS-R2,2019/04,F,45-49,53,2019,Census Region 2: Midwest,45-49 years
CENS-R2,2019/05,F,45-49,53,2019,Census Region 2: Midwest,45-49 years
CENS-R2,2019/06,F,45-49,46,2019,Census Region 2: Midwest,45-49 years
CENS-R2,2019/07,F,45-49,55,2019,Census Region 2: Midwest,45-49 years
CENS-R2,2019/08,F,45-49,46,2019,Census Region 2: Midwest,45-49 years
CENS-R2,2019/09,F,45-49,54,2019,Census Region 2: Midwest,45-49 years
CENS-R2,2019/10,F,45-49,51,2019,Census Region 2: Midwest,45-49 years
CENS-R2,2019/11,F,45-49,46,2019,Census Region 2: Midwest,45-49 years
CENS-R2,2019/12,F,45-49,53,2019,Census Region 2: Midwest,45-49 years
CENS-R2,2020/01,F,45-49,45,2020,Census Region 2: Midwest,45-49 years
CENS-R2,2020/02,F,45-49,59,2020,Census Region 2: Midwest,45-49 years
CENS-R2,2020/03,F,45-49,58,2020,Census Region 2: Midwest,45-49 years
CENS-R2,2020/04,F,45-49,53,2020,Census Region 2: Midwest,45-49 years
CENS-R2,2020/05,F,45-49,78,2020,Census Region 2: Midwest,45-49 years
CENS-R2,2020/06,F,45-49,71,2020,Census Region 2: Midwest,45-49 years
CENS-R2,2020/07,F,45-49,48,2020,Census Region 2: Midwest,45-49 years
CENS-R2,2020/08,F,45-49,56,2020,Census Region 2: Midwest,45-49 years
CENS-R2,2020/09,F,45-49,52,2020,Census Region 2: Midwest,45-49 years
CENS-R2,2020/10,F,45-49,49,2020,Census Region 2: Midwest,45-49 years
CENS-R2,2020/11,F,45-49,49,2020,Census Region 2: Midwest,45-49 years
CENS-R2,2020/12,F,45-49,52,2020,Census Region 2: Midwest,45-49 years
CENS-R2,2011/01,F,50-54,40,2011,Census Region 2: Midwest,50-54 years
CENS-R2,2011/02,F,50-54,56,2011,Census Region 2: Midwest,50-54 years
CENS-R2,2011/03,F,50-54,54,2011,Census Region 2: Midwest,50-54 years
CENS-R2,2011/04,F,50-54,54,2011,Census Region 2: Midwest,50-54 years
CENS-R2,2011/05,F,50-54,58,2011,Census Region 2: Midwest,50-54 years
CENS-R2,2011/06,F,50-54,42,2011,Census Region 2: Midwest,50-54 years
CENS-R2,2011/07,F,50-54,48,2011,Census Region 2: Midwest,50-54 years
CENS-R2,2011/08,F,50-54,33,2011,Census Region 2: Midwest,50-54 years
CENS-R2,2011/09,F,50-54,51,2011,Census Region 2: Midwest,50-54 years
CENS-R2,2011/10,F,50-54,48,2011,Census Region 2: Midwest,50-54 years
CENS-R2,2011/11,F,50-54,53,2011,Census Region 2: Midwest,50-54 years
CENS-R2,2011/12,F,50-54,52,2011,Census Region 2: Midwest,50-54 years
CENS-R2,2012/01,F,50-54,64,2012,Census Region 2: Midwest,50-54 years
CENS-R2,2012/02,F,50-54,49,2012,Census Region 2: Midwest,50-54 years
CENS-R2,2012/03,F,50-54,56,2012,Census Region 2: Midwest,50-54 years
CENS-R2,2012/04,F,50-54,52,2012,Census Region 2: Midwest,50-54 years
CENS-R2,2012/05,F,50-54,53,2012,Census Region 2: Midwest,50-54 years
CENS-R2,2012/06,F,50-54,51,2012,Census Region 2: Midwest,50-54 years
CENS-R2,2012/07,F,50-54,46,2012,Census Region 2: Midwest,50-54 years
CENS-R2,2012/08,F,50-54,58,2012,Census Region 2: Midwest,50-54 years
CENS-R2,2012/09,F,50-54,43,2012,Census Region 2: Midwest,50-54 years
CENS-R2,2012/10,F,50-54,53,2012,Census Region 2: Midwest,50-54 years
CENS-R2,2012/11,F,50-54,43,2012,Census Region 2: Midwest,50-54 years
CENS-R2,2012/12,F,50-54,44,2012,Census Region 2: Midwest,50-54 years
CENS-R2,2013/01,F,50-54,47,2013,Census Region 2: Midwest,50-54 years
CENS-R2,2013/02,F,50-54,56,2013,Census Region 2: Midwest,50-54 years
CENS-R2,2013/03,F,50-54,56,2013,Census Region 2: Midwest,50-54 years
CENS-R2,2013/04,F,50-54,58,2013,Census Region 2: Midwest,50-54 years
CENS-R2,2013/05,F,50-54,58,2013,Census Region 2: Midwest,50-54 years
CENS-R2,2013/06,F,50-54,45,2013,Census Region 2: Midwest,50-54 years
CENS-R2,2013/07,F,50-54,51,2013,Census Region 2: Midwest,50-54 years
CENS-R2,2013/08,F,50-54,61,2013,Census Region 2: Midwest,50-54 years
CENS-R2,2013/09,F,50-54,44,2013,Census Region 2: Midwest,50-54 years
CENS-R2,2013/10,F,50-54,56,2013,Census Region 2: Midwest,50-54 years
CENS-R2,2013/11,F,50-54,38,2013,Census Region 2: Midwest,50-54 years
CENS-R2,2013/12,F,50-54,60,2013,Census Region 2: Midwest,50-54 years
CENS-R2,2014/01,F,50-54,69,2014,Census Region 2: Midwest,50-54 years
CENS-R2,2014/02,F,50-54,60,2014,Census Region 2: Midwest,50-54 years
CENS-R2,2014/03,F,50-54,46,2014,Census Region 2: Midwest,50-54 years
CENS-R2,2014/04,F,50-54,44,2014,Census Region 2: Midwest,50-54 years
CENS-R2,2014/05,F,50-54,53,2014,Census Region 2: Midwest,50-54 years
CENS-R2,2014/06,F,50-54,53,2014,Census Region 2: Midwest,50-54 years
CENS-R2,2014/07,F,50-54,62,2014,Census Region 2: Midwest,50-54 years
CENS-R2,2014/08,F,50-54,61,2014,Census Region 2: Midwest,50-54 years
CENS-R2,2014/09,F,50-54,54,2014,Census Region 2: Midwest,50-54 years
CENS-R2,2014/10,F,50-54,55,2014,Census Region 2: Midwest,50-54 years
CENS-R2,2014/11,F,50-54,67,2014,Census Region 2: Midwest,50-54 years
CENS-R2,2014/12,F,50-54,54,2014,Census Region 2: Midwest,50-54 years
CENS-R2,2015/01,F,50-54,61,2015,Census Region 2: Midwest,50-54 years
CENS-R2,2015/02,F,50-54,59,2015,Census Region 2: Midwest,50-54 years
CENS-R2,2015/03,F,50-54,61,2015,Census Region 2: Midwest,50-54 years
CENS-R2,2015/04,F,50-54,59,2015,Census Region 2: Midwest,50-54 years
CENS-R2,2015/05,F,50-54,58,2015,Census Region 2: Midwest,50-54 years
CENS-R2,2015/06,F,50-54,56,2015,Census Region 2: Midwest,50-54 years
CENS-R2,2015/07,F,50-54,54,2015,Census Region 2: Midwest,50-54 years
CENS-R2,2015/08,F,50-54,53,2015,Census Region 2: Midwest,50-54 years
CENS-R2,2015/09,F,50-54,61,2015,Census Region 2: Midwest,50-54 years
CENS-R2,2015/10,F,50-54,60,2015,Census Region 2: Midwest,50-54 years
CENS-R2,2015/11,F,50-54,59,2015,Census Region 2: Midwest,50-54 years
CENS-R2,2015/12,F,50-54,50,2015,Census Region 2: Midwest,50-54 years
