Notes,Census Region,Census Region Code,Year,Year Code,Month,Month Code,Sex,Sex Code,Deaths,Population,Crude Rate
,Census Region 2: Midwest,CENS-R2,2017,2017,"Aug., 2017",2017/08,Female,F,497,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Aug., 2017",2017/08,Male,M,918,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Sep., 2017",2017/09,Female,F,531,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Sep., 2017",2017/09,Male,M,1023,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Oct., 2017",2017/10,Female,F,499,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Oct., 2017",2017/10,Male,M,963,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Nov., 2017",2017/11,Female,F,477,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Nov., 2017",2017/11,Male,M,957,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Dec., 2017",2017/12,Female,F,472,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2017,2017,"Dec., 2017",2017/12,Male,M,882,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Jan., 2018",2018/01,Female,F,501,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Jan., 2018",2018/01,Male,M,864,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Feb., 2018",2018/02,Female,F,472,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Feb., 2018",2018/02,Male,M,819,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Mar., 2018",2018/03,Female,F,505,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Mar., 2018",2018/03,Male,M,920,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Apr., 2018",2018/04,Female,F,469,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Apr., 2018",2018/04,Male,M,823,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"May, 2018",2018/05,Female,F,459,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"May, 2018",2018/05,Male,M,884,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Jun., 2018",2018/06,Female,F,475,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Jun., 2018",2018/06,Male,M,898,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Jul., 2018",2018/07,Female,F,502,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Jul., 2018",2018/07,Male,M,949,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Aug., 2018",2018/08,Female,F,464,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Aug., 2018",2018/08,Male,M,913,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Sep., 2018",2018/09,Female,F,470,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Sep., 2018",2018/09,Male,M,888,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Oct., 2018",2018/10,Female,F,452,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Oct., 2018",2018/10,Male,M,927,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Nov., 2018",2018/11,Female,F,438,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Nov., 2018",2018/11,Male,M,805,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Dec., 2018",2018/12,Female,F,466,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2018,2018,"Dec., 2018",2018/12,Male,M,916,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Jan., 2019",2019/01,Female,F,459,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Jan., 2019",2019/01,Male,M,862,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Feb., 2019",2019/02,Female,F,427,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Feb., 2019",2019/02,Male,M,782,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Mar., 2019",2019/03,Female,F,502,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Mar., 2019",2019/03,Male,M,971,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Apr., 2019",2019/04,Female,F,460,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Apr., 2019",2019/04,Male,M,836,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"May, 2019",2019/05,Female,F,493,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"May, 2019",2019/05,Male,M,968,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Jun., 2019",2019/06,Female,F,428,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Jun., 2019",2019/06,Male,M,910,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Jul., 2019",2019/07,Female,F,498,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Jul., 2019",2019/07,Male,M,1018,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Aug., 2019",2019/08,Female,F,510,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Aug., 2019",2019/08,Male,M,933,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Sep., 2019",2019/09,Female,F,464,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Sep., 2019",2019/09,Male,M,977,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Oct., 2019",2019/10,Female,F,476,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Oct., 2019",2019/10,Male,M,984,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Nov., 2019",2019/11,Female,F,475,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Nov., 2019",2019/11,Male,M,1059,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Dec., 2019",2019/12,Female,F,495,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2019,2019,"Dec., 2019",2019/12,Male,M,1025,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Jan., 2020",2020/01,Female,F,498,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Jan., 2020",2020/01,Male,M,988,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Feb., 2020",2020/02,Female,F,541,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Feb., 2020",2020/02,Male,M,1028,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Mar., 2020",2020/03,Female,F,533,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Mar., 2020",2020/03,Male,M,1135,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Apr., 2020",2020/04,Female,F,589,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Apr., 2020",2020/04,Male,M,1242,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"May, 2020",2020/05,Female,F,692,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"May, 2020",2020/05,Male,M,1599,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Jun., 2020",2020/06,Female,F,598,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Jun., 2020",2020/06,Male,M,1339,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Jul., 2020",2020/07,Female,F,540,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Jul., 2020",2020/07,Male,M,1323,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Aug., 2020",2020/08,Female,F,534,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Aug., 2020",2020/08,Male,M,1163,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Sep., 2020",2020/09,Female,F,560,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Sep., 2020",2020/09,Male,M,1114,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Oct., 2020",2020/10,Female,F,523,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Oct., 2020",2020/10,Male,M,1155,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Nov., 2020",2020/11,Female,F,507,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Nov., 2020",2020/11,Male,M,1092,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Dec., 2020",2020/12,Female,F,551,Not Applicable,Not Applicable
,Census Region 2: Midwest,CENS-R2,2020,2020,"Dec., 2020",2020/12,Male,M,1182,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Jan., 1999",1999/01,Female,F,175,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Jan., 1999",1999/01,Male,M,292,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Feb., 1999",1999/02,Female,F,170,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Feb., 1999",1999/02,Male,M,319,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Mar., 1999",1999/03,Female,F,192,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Mar., 1999",1999/03,Male,M,313,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Apr., 1999",1999/04,Female,F,175,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Apr., 1999",1999/04,Male,M,332,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"May, 1999",1999/05,Female,F,182,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"May, 1999",1999/05,Male,M,321,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Jun., 1999",1999/06,Female,F,155,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Jun., 1999",1999/06,Male,M,283,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Jul., 1999",1999/07,Female,F,189,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Jul., 1999",1999/07,Male,M,335,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Aug., 1999",1999/08,Female,F,171,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Aug., 1999",1999/08,Male,M,352,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Sep., 1999",1999/09,Female,F,175,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Sep., 1999",1999/09,Male,M,307,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Oct., 1999",1999/10,Female,F,212,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Oct., 1999",1999/10,Male,M,319,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Nov., 1999",1999/11,Female,F,183,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Nov., 1999",1999/11,Male,M,310,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Dec., 1999",1999/12,Female,F,195,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,1999,1999,"Dec., 1999",1999/12,Male,M,329,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Jan., 2000",2000/01,Female,F,207,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Jan., 2000",2000/01,Male,M,355,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Feb., 2000",2000/02,Female,F,216,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Feb., 2000",2000/02,Male,M,360,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Mar., 2000",2000/03,Female,F,209,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Mar., 2000",2000/03,Male,M,337,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Apr., 2000",2000/04,Female,F,237,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Apr., 2000",2000/04,Male,M,388,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"May, 2000",2000/05,Female,F,243,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"May, 2000",2000/05,Male,M,391,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Jun., 2000",2000/06,Female,F,223,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Jun., 2000",2000/06,Male,M,389,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Jul., 2000",2000/07,Female,F,190,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Jul., 2000",2000/07,Male,M,338,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Aug., 2000",2000/08,Female,F,222,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Aug., 2000",2000/08,Male,M,371,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Sep., 2000",2000/09,Female,F,206,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Sep., 2000",2000/09,Male,M,368,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Oct., 2000",2000/10,Female,F,198,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Oct., 2000",2000/10,Male,M,313,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Nov., 2000",2000/11,Female,F,221,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Nov., 2000",2000/11,Male,M,364,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Dec., 2000",2000/12,Female,F,231,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2000,2000,"Dec., 2000",2000/12,Male,M,429,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Jan., 2001",2001/01,Female,F,257,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Jan., 2001",2001/01,Male,M,464,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Feb., 2001",2001/02,Female,F,255,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Feb., 2001",2001/02,Male,M,399,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Mar., 2001",2001/03,Female,F,260,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Mar., 2001",2001/03,Male,M,437,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Apr., 2001",2001/04,Female,F,252,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Apr., 2001",2001/04,Male,M,485,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"May, 2001",2001/05,Female,F,283,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"May, 2001",2001/05,Male,M,447,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Jun., 2001",2001/06,Female,F,235,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Jun., 2001",2001/06,Male,M,479,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Jul., 2001",2001/07,Female,F,257,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Jul., 2001",2001/07,Male,M,509,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Aug., 2001",2001/08,Female,F,255,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Aug., 2001",2001/08,Male,M,479,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Sep., 2001",2001/09,Female,F,247,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Sep., 2001",2001/09,Male,M,444,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Oct., 2001",2001/10,Female,F,261,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Oct., 2001",2001/10,Male,M,454,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Nov., 2001",2001/11,Female,F,249,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Nov., 2001",2001/11,Male,M,451,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Dec., 2001",2001/12,Female,F,243,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2001,2001,"Dec., 2001",2001/12,Male,M,429,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Jan., 2002",2002/01,Female,F,316,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Jan., 2002",2002/01,Male,M,523,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Feb., 2002",2002/02,Female,F,297,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Feb., 2002",2002/02,Male,M,453,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Mar., 2002",2002/03,Female,F,300,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Mar., 2002",2002/03,Male,M,537,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Apr., 2002",2002/04,Female,F,303,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Apr., 2002",2002/04,Male,M,484,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"May, 2002",2002/05,Female,F,284,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"May, 2002",2002/05,Male,M,540,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Jun., 2002",2002/06,Female,F,300,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Jun., 2002",2002/06,Male,M,493,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Jul., 2002",2002/07,Female,F,271,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Jul., 2002",2002/07,Male,M,562,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Aug., 2002",2002/08,Female,F,296,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Aug., 2002",2002/08,Male,M,523,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Sep., 2002",2002/09,Female,F,252,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Sep., 2002",2002/09,Male,M,461,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Oct., 2002",2002/10,Female,F,287,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Oct., 2002",2002/10,Male,M,484,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Nov., 2002",2002/11,Female,F,313,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Nov., 2002",2002/11,Male,M,451,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,Female,F,306,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2002,2002,"Dec., 2002",2002/12,Male,M,491,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,Female,F,350,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jan., 2003",2003/01,Male,M,531,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,Female,F,330,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Feb., 2003",2003/02,Male,M,541,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,Female,F,345,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Mar., 2003",2003/03,Male,M,564,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,Female,F,365,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Apr., 2003",2003/04,Male,M,569,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,Female,F,346,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"May, 2003",2003/05,Male,M,653,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,Female,F,355,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jun., 2003",2003/06,Male,M,544,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,Female,F,379,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Jul., 2003",2003/07,Male,M,607,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,Female,F,335,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Aug., 2003",2003/08,Male,M,629,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,Female,F,288,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Sep., 2003",2003/09,Male,M,567,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,Female,F,335,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Oct., 2003",2003/10,Male,M,576,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,Female,F,347,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Nov., 2003",2003/11,Male,M,503,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,Female,F,332,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2003,2003,"Dec., 2003",2003/12,Male,M,575,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,Female,F,366,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jan., 2004",2004/01,Male,M,642,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,Female,F,353,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Feb., 2004",2004/02,Male,M,567,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,Female,F,365,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Mar., 2004",2004/03,Male,M,628,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,Female,F,371,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Apr., 2004",2004/04,Male,M,576,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,Female,F,395,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"May, 2004",2004/05,Male,M,661,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,Female,F,363,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jun., 2004",2004/06,Male,M,650,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,Female,F,365,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Jul., 2004",2004/07,Male,M,658,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,Female,F,401,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Aug., 2004",2004/08,Male,M,594,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,Female,F,367,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Sep., 2004",2004/09,Male,M,592,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,Female,F,400,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Oct., 2004",2004/10,Male,M,599,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Nov., 2004",2004/11,Female,F,395,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Nov., 2004",2004/11,Male,M,544,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Dec., 2004",2004/12,Female,F,377,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2004,2004,"Dec., 2004",2004/12,Male,M,612,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jan., 2005",2005/01,Female,F,416,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Jan., 2005",2005/01,Male,M,670,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Feb., 2005",2005/02,Female,F,366,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Feb., 2005",2005/02,Male,M,649,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Mar., 2005",2005/03,Female,F,449,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Mar., 2005",2005/03,Male,M,692,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Apr., 2005",2005/04,Female,F,399,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"Apr., 2005",2005/04,Male,M,660,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"May, 2005",2005/05,Female,F,377,Not Applicable,Not Applicable
,Census Region 3: South,CENS-R3,2005,2005,"May, 2005",2005/05,Male,M,657,Not Applicable,Not Applicable
